id,value
658,987.0
659,988.5
660,990.0
661,991.5
662,993.0
663,994.5
664,996.0
665,997.5
666,999.0
667,1000.5
668,1002.0
669,1003.5
670,1005.0
671,1006.5
672,1008.0
673,1009.5
674,1011.0
675,1012.5
676,1014.0
677,1015.5
678,1017.0
679,1018.5
680,1020.0
681,1021.5
682,1023.0
683,1024.5
684,1026.0
685,1027.5
686,1029.0
687,1030.5
688,1032.0
689,1033.5
690,1035.0
691,1036.5
692,1038.0
693,1039.5
694,1041.0
695,1042.5
696,1044.0
697,1045.5
698,1047.0
699,1048.5
700,1050.0
701,1051.5
702,1053.0
703,1054.5
704,1056.0
705,1057.5
706,1059.0
707,1060.5
708,1062.0
709,1063.5
710,1065.0
711,1066.5
712,1068.0
713,1069.5
714,1071.0
715,1072.5
716,1074.0
717,1075.5
718,1077.0
719,1078.5
720,1080.0
721,1081.5
722,1083.0
723,1084.5
724,1086.0
725,1087.5
726,1089.0
727,1090.5
728,1092.0
729,1093.5
730,1095.0
731,1096.5
732,1098.0
733,1099.5
734,1101.0
735,1102.5
736,1104.0
737,1105.5
738,1107.0
739,1108.5
740,1110.0
741,1111.5
742,1113.0
743,1114.5
744,1116.0
745,1117.5
746,1119.0
747,1120.5
748,1122.0
749,1123.5
750,1125.0
751,1126.5
752,1128.0
753,1129.5
754,1131.0
755,1132.5
756,1134.0
757,1135.5
758,1137.0
759,1138.5
760,1140.0
761,1141.5
762,1143.0
763,1144.5
764,1146.0
765,1147.5
766,1149.0
767,1150.5
768,1152.0
769,1153.5
770,1155.0
771,1156.5
772,1158.0
773,1159.5
774,1161.0
775,1162.5
776,1164.0
777,1165.5
778,1167.0
779,1168.5
780,1170.0
781,1171.5
782,1173.0
783,1174.5
784,1176.0
785,1177.5
786,1179.0
787,1180.5
788,1182.0
789,1183.5
790,1185.0
791,1186.5
792,1188.0
793,1189.5
794,1191.0
795,1192.5
796,1194.0
797,1195.5
798,1197.0
799,1198.5
800,1200.0
801,1201.5
802,1203.0
803,1204.5
804,1206.0
805,1207.5
806,1209.0
807,1210.5
808,1212.0
809,1213.5
810,1215.0
811,1216.5
812,1218.0
813,1219.5
814,1221.0
815,1222.5
816,1224.0
817,1225.5
818,1227.0
819,1228.5
820,1230.0
821,1231.5
822,1233.0
823,1234.5
824,1236.0
825,1237.5
826,1239.0
827,1240.5
828,1242.0
829,1243.5
830,1245.0
831,1246.5
832,1248.0
833,1249.5
834,1251.0
835,1252.5
836,1254.0
837,1255.5
838,1257.0
839,1258.5
840,1260.0
841,1261.5
842,1263.0
843,1264.5
844,1266.0
845,1267.5
846,1269.0
847,1270.5
848,1272.0
849,1273.5
850,1275.0
851,1276.5
852,1278.0
853,1279.5
854,1281.0
855,1282.5
856,1284.0
857,1285.5
858,1287.0
859,1288.5
860,1290.0
861,1291.5
862,1293.0
863,1294.5
864,1296.0
865,1297.5
866,1299.0
867,1300.5
868,1302.0
869,1303.5
870,1305.0
871,1306.5
872,1308.0
873,1309.5
874,1311.0
875,1312.5
876,1314.0
877,1315.5
878,1317.0
879,1318.5
880,1320.0
881,1321.5
882,1323.0
883,1324.5
884,1326.0
885,1327.5
886,1329.0
887,1330.5
888,1332.0
889,1333.5
890,1335.0
891,1336.5
892,1338.0
893,1339.5
894,1341.0
895,1342.5
896,1344.0
897,1345.5
898,1347.0
899,1348.5
900,1350.0
901,1351.5
902,1353.0
903,1354.5
904,1356.0
905,1357.5
906,1359.0
907,1360.5
908,1362.0
909,1363.5
910,1365.0
911,1366.5
912,1368.0
913,1369.5
914,1371.0
915,1372.5
916,1374.0
917,1375.5
918,1377.0
919,1378.5
920,1380.0
921,1381.5
922,1383.0
923,1384.5
924,1386.0
925,1387.5
926,1389.0
927,1390.5
928,1392.0
929,1393.5
930,1395.0
931,1396.5
932,1398.0
933,1399.5
934,1401.0
935,1402.5
936,1404.0
937,1405.5
938,1407.0
939,1408.5
940,1410.0
941,1411.5
942,1413.0
943,1414.5
944,1416.0
945,1417.5
946,1419.0
947,1420.5
948,1422.0
949,1423.5
950,1425.0
951,1426.5
952,1428.0
953,1429.5
954,1431.0
955,1432.5
956,1434.0
957,1435.5
958,1437.0
959,1438.5
960,1440.0
961,1441.5
962,1443.0
963,1444.5
964,1446.0
965,1447.5
966,1449.0
967,1450.5
968,1452.0
969,1453.5
970,1455.0
971,1456.5
972,1458.0
973,1459.5
974,1461.0
975,1462.5
976,1464.0
977,1465.5
978,1467.0
979,1468.5
980,1470.0
981,1471.5
982,1473.0
983,1474.5
984,1476.0
985,1477.5
986,1479.0
987,1480.5
988,1482.0
989,1483.5
990,1485.0
991,1486.5
992,1488.0
993,1489.5
994,1491.0
995,1492.5
996,1494.0
997,1495.5
998,1497.0
999,1498.5
